Country,Year,Species ,Number ,Link 
Algeria,2017,Total,135,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Algeria,2018,Total,143,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Algeria,2019,Total,145,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Algeria,2020,Total,155,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2004,Vertebrates,18,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2010,Vertebrates,21,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2016,Vertebrates,27,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2017,Vertebrates,27,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2018,Vertebrates,27,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2019,Vertebrates,29,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2020,Vertebrates,32,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
American Samoa,2004,Invertebrates,5,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2010,Invertebrates,57,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2016,Invertebrates,64,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2017,Invertebrates,64,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2018,Invertebrates,64,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2019,Invertebrates,65,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2020,Invertebrates,65,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
American Samoa,2004,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2010,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2016,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2017,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2018,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2019,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2020,Plants,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
American Samoa,2004,Total,24,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2010,Total,79,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2016,Total,92,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2017,Total,92,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2018,Total,92,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2019,Total,95,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
American Samoa,2020,Total,99,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2004,Vertebrates,1,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2010,Vertebrates,4,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2016,Vertebrates,5,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2017,Vertebrates,5,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2018,Vertebrates,6,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2019,Vertebrates,6,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2020,Vertebrates,6,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Andorra,2004,Invertebrates,4,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2010,Invertebrates,4,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2016,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2017,Invertebrates,8,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2018,Invertebrates,8,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2019,Invertebrates,8,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2020,Invertebrates,8,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Andorra,2004,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2010,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2016,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2017,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2018,Plants,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2019,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2020,Plants,1,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Andorra,2004,Total,5,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2010,Total,8,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2016,Total,12,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2017,Total,13,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2018,Total,14,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2019,Total,15,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Andorra,2020,Total,15,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2004,Vertebrates,44,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2010,Vertebrates,77,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2016,Vertebrates,99,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2017,Vertebrates,103,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2018,Vertebrates,108,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2019,Vertebrates,111,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2020,Vertebrates,117,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Angola,2004,Invertebrates,6,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2010,Invertebrates,7,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2016,Invertebrates,9,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2017,Invertebrates,9,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2018,Invertebrates,11,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2019,Invertebrates,11,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2020,Invertebrates,11,https://images.squarespace-cdn.com/content/v1/5b1576d03c3a534039ea63b5/1537898451312-I792X2XLLG1P6NXDQ2OB/invertebrates.png?format=1500w 
Angola,2004,Plants,26,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2010,Plants,33,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2016,Plants,34,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2017,Plants,34,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2018,Plants,35,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2019,Plants,36,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2020,Plants,43,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png/330px-Diversity_of_plants_%28Streptophyta%29_version_2.png 
Angola,2004,Total,76,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2010,Total,117,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2016,Total,142,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2017,Total,146,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2018,Total,154,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2019,Total,158,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Angola,2020,Total,171,https://www.beeculture.com/wp-content/uploads/2018/04/BUZZ-4-25-2018-1158x580.jpg
Anguilla,2004,Vertebrates,15,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
Anguilla,2010,Vertebrates,20,https://sciencenotes.org/wp-content/uploads/2022/06/5-Groups-of-Vertebrates-Examples.png
